,logFC,AveExpr,t,P.Value,adj.P.Val,B
TRGV4,-0.829159839385754,1.88952847667486,-3.7169096103773,0.00061996064035635,0.00402808270577627,-0.595727882012718
IL2RG,0.656318505800406,7.12226896359646,3.71681914960309,0.000620125000740891,0.00402837947849709,-0.595976557900928
FAM192BP,0.4069563674099,3.47201958005211,3.71641509611672,0.000620859649008535,0.00403238006250434,-0.597087262703539
CDCA7,-1.04497695258472,1.39615953872439,-3.7159901957035,0.000621633107261446,0.00403663113194337,-0.598255212472774
C12orf29,-0.821423831490737,1.82897731692322,-3.71570397330205,0.000622154650191834,0.00403924505294783,-0.599041934094341
DNMBP,-0.575525035026337,3.45213185950081,-3.71534362510185,0.000622811862781923,0.00404273862049035,-0.600032360122796
AC005726.2,-0.70972991964202,-3.22428012528068,-3.71524034024146,0.000623000359972439,0.0040428918034134,-0.600316232807467
ARHGEF3,-0.684755841205053,6.14317092189241,-3.71520017066825,0.000623073685217591,0.0040428918034134,-0.600426635638571
RCN2,-0.699981090767215,3.28887958227156,-3.71507989974142,0.000623293276698807,0.00404354365399673,-0.600757187218851
C17orf100,-0.498808857362222,1.05403016144598,-3.71450952336694,0.000624335691331631,0.00404953220622553,-0.602324736160721
PRSS23,-0.881305210597148,3.32829076076022,-3.7140988534545,0.000625087269612154,0.00405363242361019,-0.603453298286574
SMAD7,-0.750177352064494,3.60380003402624,-3.71382453904173,0.000625589786340217,0.00405611624220815,-0.604207109091364
PREPL,-0.784043748849657,3.61127604126125,-3.71348224682033,0.000626217378496931,0.00405940990468733,-0.605147684858182
ANP32AP1,0.529395537802567,1.82380113943752,3.71307424399654,0.00062696624479729,0.00406348831027489,-0.606268771717994
RNU6-1128P,1.14056495316119,-2.02806983989033,3.71254749401921,0.000627934343209025,0.00406833845734453,-0.607716059411981
UNC119,0.505368393878363,7.0249478627285,3.71253663837451,0.000627954309646691,0.00406833845734453,-0.607745885146759
AL022069.1,-0.734395775627769,-2.92142015022598,-3.71227781664931,0.000628430533611549,0.00407064678851969,-0.608456982114536
SLC25A36,-0.912306216835071,3.65370486437992,-3.71196314988392,0.000629009980226023,0.00407362273398811,-0.609321478472833
NIPA1,-0.98735304910093,2.92693654301462,-3.71151457096206,0.000629836912461289,0.00407820001578807,-0.610553817246288
C12orf49,-0.435863959943595,4.96198239203071,-3.71124196037822,0.000630339968549325,0.00408067885037215,-0.611302700424755
INPP5K,0.446135630627386,6.4337380462323,3.71091395980024,0.000630945751351388,0.00408382164232815,-0.612203709997027
KNOP1,-0.512620500047047,2.33343176920606,-3.71014519878497,0.000632367775126737,0.0040920489065056,-0.614315330575474
H2AZP3,0.55262361263776,2.42591512987088,3.71009649245109,0.000632457974295221,0.0040920489065056,-0.614449109411654
BMPR1A,-1.09077598983089,0.419164960700772,-3.70998592294089,0.000632662783853849,0.00409259390310031,-0.614752801138289
BACE2,-0.845740689287719,3.12454643884855,-3.70936775980671,0.000633808996440558,0.00409915021650713,-0.616450577783762
SETD4,-0.26249229296772,3.53958633941498,-3.70930911300165,0.000633917844748274,0.00409915021650713,-0.616611643504611
LRP2BP,-0.964379116378295,-0.284701651293948,-3.70868851406058,0.000635070780711671,0.0041058233216982,-0.618315963067399
MPDU1,0.566371039687196,5.37316103752107,3.70821710951823,0.000635947898467217,0.00411003922538748,-0.619610467633938
AC006557.1,-0.76736122464683,-2.38756312580925,-3.70818005363986,0.000636016895938476,0.00411003922538748,-0.61971222195996
RNU6-176P,0.721230713331998,-1.33125995028709,3.70814286468562,0.00063608614845797,0.00411003922538748,-0.619814341225707
PPP1R3D,0.587752611198017,4.87741344654259,3.70793606146917,0.000636471385995118,0.00411144883036592,-0.620382205126341
MT-RNR2,0.78016427599835,11.9162503216206,3.70789571647083,0.000636546567779533,0.00411144883036592,-0.620492987289483
TNFAIP8L1,-0.427938139548113,3.90039124754843,-3.70777820467729,0.000636765596581267,0.0041120810272377,-0.620815656279094
TREM2,0.816074483397055,-2.36515135971602,3.707637564879,0.000637027828998882,0.00411299192921439,-0.621201824801839
SUMO1,0.485763498225854,4.43614282713087,3.70740810615735,0.000637455894039942,0.00411497298507107,-0.621831857327352
PLEKHH2,-1.19616604536149,-1.99078714536621,-3.70730515344328,0.000637648046923017,0.00411543069189219,-0.622114532071008
AC025884.1,-1.30843816215588,-1.70068431989049,-3.70673101618647,0.000638720652937606,0.00412156965817647,-0.623690858676151
NVL,-0.532999326338352,3.51677204589632,-3.70659096045405,0.000638982569784416,0.00412247602805981,-0.624075372185741
ALDH1B1,-0.588463286542985,1.65182915454797,-3.70537587031324,0.000641259252123612,0.00413637809494102,-0.627411031573763
AL031719.2,-0.907060332487935,-1.07985880085844,-3.70435023005613,0.000643187057383473,0.00414802491007217,-0.630226211740502
AC027601.3,-0.720757649140116,-3.02314080718874,-3.70411087881907,0.000643637748875345,0.00415014294687062,-0.630883130633156
GZMK,-1.19434870961169,3.3828328649969,-3.70395404509624,0.000643933227497696,0.00415056455551821,-0.631313562625476
SPATA32,-0.69012264782758,-0.558962889473473,-3.70394636337315,0.000643947703416384,0.00415056455551821,-0.631334644983185
ZNF805,-0.893202292450303,2.59136872055468,-3.70336158361963,0.000645050621190838,0.00415688402970561,-0.632939502304468
RHOBTB2,-0.489192005998661,3.54211765865774,-3.70211985512755,0.000647398617833677,0.00417122321308099,-0.636346878390811
ATF5,0.676366817433397,4.15050407683274,3.70190217227739,0.000647811085129406,0.00417308860342803,-0.636944157230579
FGGY,0.664099301580658,1.41051419443527,3.70170288601541,0.000648188916722304,0.00417473021088965,-0.637490944879661
PHLDB3,-0.689117594437547,2.56423132031296,-3.70159678038915,0.000648390171648709,0.00417523415027518,-0.637782064359359
GPRC5B,-0.971908282117237,-0.621626977179376,-3.70150782341267,0.000648558946482868,0.00417552878632805,-0.638026130452301
TBC1D16,-0.501214261019829,1.81459161732184,-3.70127410160786,0.00064900258036452,0.00417757498810654,-0.638667366167329
NFATC3,-0.815348568223048,5.36594883259197,-3.70121072384514,0.000649122929917915,0.00417757498810654,-0.638841245162831
SNORC,0.837633119007588,0.222917545303099,3.70101735633187,0.000649490253209229,0.00417914657335121,-0.639371746639574
ZNF75D,-0.57794199106664,3.70469522621795,-3.70072783709103,0.000650040602447639,0.0041818950205227,-0.640166014698594
IMMP2L,-0.618722713661956,0.246400412952663,-3.70034284117805,0.000650773140995804,0.00418581427926466,-0.64122216818936
AC027449.1,-1.01297359306333,-1.5383528051604,-3.69992505711478,0.000651568967217952,0.00419013904609923,-0.642368210023768
CNOT6L,-0.690424770892835,5.49242510785637,-3.69978637517199,0.000651833346429241,0.00419049400732734,-0.642748621004932
LINC01644,-0.997439890949021,-2.28222561399065,-3.69976658369959,0.000651871084753059,0.00419049400732734,-0.642802909377883
AC008403.3,-1.03272046384286,-1.66413557308283,-3.69944172137721,0.000652490832667587,0.00419368374217065,-0.643693993036171
AC092723.5,-1.01835215939083,-2.25998165173011,-3.6988885877377,0.00065354736761479,0.00419941635089967,-0.645211129966071
KIFC3,0.674463218695389,3.4092906305012,3.69884525337519,0.000653630209822726,0.00419941635089967,-0.645329983068622
NLRP9P1,0.927348674746739,0.214409993243937,3.69849834856506,0.000654293752272069,0.00420260615045794,-0.64628141466818
OSBP2,1.27961411045392,4.67703017848202,3.69839340570866,0.00065449460980271,0.00420260615045794,-0.646569225777196
AL161781.2,-1.31637187814306,-1.58948654930603,-3.69838373559608,0.000654513121105872,0.00420260615045794,-0.646595746356829
RASL10B,-0.89267623165111,-2.27032246512467,-3.69832688229767,0.000654621964453218,0.00420260615045794,-0.64675166760229
SNX29,-0.584910931727694,4.9572373527198,-3.69808072321983,0.000655093427596758,0.00420483757932851,-0.647426750411647
ICAM3,0.642685646115394,7.58235331006493,3.69742389141288,0.000656353047082053,0.00421212613425204,-0.649227984763916
PCYT1A,0.424136367622574,6.61234404467445,3.69733034500801,0.000656532632868938,0.00421248215970463,-0.649484505362794
SERPINB2,0.965588167493095,1.10625452318178,3.69710907598407,0.000656957602947058,0.00421441220170649,-0.650091251461294
NELFA,-0.317899387002973,4.6344562206659,-3.69694491963629,0.000657273053672157,0.00421563907553672,-0.650541376647001
SNRNP35,0.540122629132924,4.73117027796475,3.69649661349176,0.000658135284921131,0.00422037178174817,-0.651770606939161
TMEM132E,-0.783456148718768,-1.66878258280353,-3.69616188704028,0.00065877977873301,0.00422325836623026,-0.652688361956824
HK1,0.502030558366007,7.27336964955294,3.69613359683202,0.000658834277567298,0.00422325836623026,-0.652765926413909
AC026333.3,0.831367315623039,-0.91336055979447,3.69574439569578,0.000659584484227577,0.00422726898860506,-0.65383298697636
AC093690.1,0.55215820947953,0.137026047230685,3.69528007205713,0.000660480571705633,0.00423137261990788,-0.655105938766254
BCAM,1.78866357572509,0.13899852141548,3.69524491159961,0.000660548474872037,0.00423137261990788,-0.655202328713896
TRAV8-4,-1.18793442782997,0.943015450602845,-3.69521886994448,0.000660598771813442,0.00423137261990788,-0.65527371981857
AC009690.1,-0.845174646434537,-1.15886947000631,-3.69507596730725,0.000660874840221867,0.0042323422314737,-0.655665471661638
TNFRSF11A,-0.597634587167267,0.686649553380131,-3.69496183527344,0.000661095407683528,0.00423295610782764,-0.655978346896225
COPE,0.714555710620361,7.12523084235404,3.6948171199105,0.000661375181493851,0.00423394877598346,-0.65637505497602
AC084824.2,-0.565897005813953,2.37923812685773,-3.69455104090103,0.000661889882034645,0.00423644472487647,-0.657104437841421
AC254562.3,-0.610029499246509,-0.631024818824118,-3.6942631655978,0.00066244718026916,0.00423921232893964,-0.657893541188063
CDS2,0.428734884555879,7.07591180389614,3.69378587917164,0.000663372157271605,0.00424433134064332,-0.659201780495888
DEPDC1B,-0.908010375928721,-0.804812974565045,-3.69343043017153,0.000664061823661675,0.00424794316221722,-0.660176011951889
TNFAIP8L3,1.04189213972225,-3.11384458840658,3.69304277309586,0.000664814770826126,0.00425195834772571,-0.661238470033457
JAKMIP2,-0.928749041526452,1.59076693644058,-3.69214337194137,0.000666564852657441,0.00426234819685359,-0.663703269298823
TMEM241,-0.379904662007963,1.232488766858,-3.69186963528697,0.000667098379161201,0.00426495633556028,-0.664453385020201
ZNF589,-0.375955043233547,5.05992448878112,-3.69095092321202,0.000668892007956542,0.0042756181796725,-0.666970722132902
SLC7A5P1,-0.968967260160354,-1.50388292447895,-3.69011901696986,0.000670520175508594,0.00428521856469831,-0.669249947865748
AC138969.1,-0.491661479685042,1.24449275632789,-3.68957054025436,0.000671595718383207,0.00429128423820836,-0.670752510190422
KPNB1,0.47749717041253,8.11612454654625,3.6891873012295,0.000672348223499878,0.00429528390777957,-0.671802337638576
CCDC152,-0.767953184104187,-0.805016465718703,-3.68834074645186,0.000674013350896308,0.00430440922629518,-0.674121167014503
IGFLR1,0.801617664631232,3.53563792352415,3.68833216087827,0.000674030258610538,0.00430440922629518,-0.674144682777161
PGBD4,-0.683008723495096,1.47558805513475,-3.68802405246841,0.00067463729249606,0.00430747535400701,-0.674988570025688
SGSH,0.412204684392372,5.69544438734065,3.68773894298152,0.000675199483676059,0.00431025406713049,-0.675769434925929
TNFRSF8,0.54260104436437,4.42475693078248,3.68756245434415,0.000675547717968402,0.00431143315881213,-0.676252791949858
PELP1,-0.437375305147673,4.86412882114951,-3.68751659378071,0.0006756382349809,0.00431143315881213,-0.676378390443767
LINC02044,-0.8181998965428,-1.97066032489082,-3.68723959423173,0.000676185209927805,0.00431411248033263,-0.67713699430338
NEPRO,-0.414671457844875,4.78016732725521,-3.68710622902238,0.000676448710756448,0.00431498254848625,-0.677502224789176
B3GALT4,0.708480911443828,4.69094089569624,3.68614045691134,0.000678359825047171,0.00432636023708213,-0.68014687521658
H2AZ1,0.457873833470018,5.61262222548161,3.68605026329016,0.000678538569955553,0.00432668723303238,-0.680393842705592
COX18,-0.388409523469561,3.15928337263407,-3.6859222776908,0.000678792288626698,0.00432749208500515,-0.680744286957328
APOM,0.724482403137758,0.75427732257984,3.68563879297415,0.000679354594577293,0.00432996155637699,-0.681520491044494
CREB3L1,0.900854966552283,-2.84751186738929,3.68559838698466,0.000679434778423896,0.00432996155637699,-0.681631123594345
TKTL1,-0.847926625770745,1.73432130415232,-3.6855153152942,0.000679599659084204,0.00433019929202854,-0.681858574020211
DUXAP1,-1.04273776973389,-2.62603034113086,-3.68528992920113,0.000680047199712065,0.00433223762249003,-0.682475669199719
ATAD1,-0.699477013509899,3.57270910381526,-3.68514791151895,0.000680329344800079,0.00433322173413479,-0.682864496843638
AL365330.1,-0.515602915813752,0.178481394860859,-3.68437783811382,0.000681861208562941,0.00434216381633083,-0.684972742426882
PRPSAP2,-0.368844019404197,4.09791491977107,-3.68400803512219,0.000682598018568908,0.00434604050764695,-0.685985084861484
CDK7,0.395813336102546,3.0223138534508,3.68163757370068,0.000687339285900155,0.00437511949397047,-0.692473114061452
ANK3,-0.861674457168496,2.0919726847465,-3.68159584983434,0.000687423023432459,0.00437511949397047,-0.692587295764586
AC131212.2,-0.668601110791318,0.661386079303474,-3.68144358326414,0.000687728697628119,0.00437624436724665,-0.693003983837962
FANCE,-0.421509417195827,2.60337343692297,-3.68113966786646,0.000688339197825906,0.00437930816356268,-0.693835644869033
MAP2K2,0.621676265585714,7.30631049192434,3.68086566547935,0.000688890057197055,0.00438199143953944,-0.694585421162854
F13A1,0.940131435778451,7.13322026481594,3.68063310607948,0.000689357932316535,0.00438414595066289,-0.695221772520753
SF3B3,-0.461110222646755,6.26322234206171,-3.68012053199951,0.000690390237723171,0.00438988861910825,-0.696624259072461
C1orf147,-0.688227635478145,0.355712376778377,-3.68001429583086,0.000690604379879187,0.00439042776959344,-0.69691492693068
LINC00323,-1.04098626890568,-2.44572013506625,-3.67975840336497,0.000691120449886726,0.00439288582585304,-0.697615045979521
RNASET2,0.570489771046791,8.95432101909116,3.67961925179468,0.000691401239268296,0.00439384775570952,-0.697995753416138
UPF3AP2,-0.727625026701057,0.408461349217628,-3.67922329500813,0.000692200829410875,0.00439810568174165,-0.69907902147796
EBF4,-0.716826476734341,0.516886894549905,-3.67905719728986,0.000692536510440659,0.00439941497985717,-0.69953341899597
F7,-0.761221858086223,-2.84861117386926,-3.67891365782581,0.000692826728000645,0.00440043503027655,-0.69992609545264
UBL5P2,0.970113106682223,0.208681747984062,3.67859816241236,0.000693465029638434,0.00440366511431015,-0.700789160706871
BRD1,-0.629979795466697,5.48422125310294,-3.67836377389453,0.000693939605097931,0.00440585448489225,-0.701430328040585
AC015802.1,0.624341772119611,-1.08654360341546,3.67793016085388,0.000694818383764391,0.00441038169209577,-0.702616420437843
RNF208,0.890071579135287,0.979274236835007,3.67788373508276,0.000694912535776565,0.00441038169209577,-0.702743408165569
NAPRT,0.817380205188352,5.70964204086473,3.67752537567837,0.000695639706936384,0.00441417142135628,-0.703723597550218
TMIE,-0.920694090240788,-0.683976057974219,-3.67685335289672,0.000697005331945843,0.00442154596695768,-0.705561599903919
GP6,0.997973711788014,1.63360330517017,3.67682529032884,0.000697062414388973,0.00442154596695768,-0.705638348366497
SERINC5,-0.757791284120169,5.22747349950667,-3.67669549672275,0.000697326487930161,0.00442239455405933,-0.705993317925414
ZBTB21,-0.855255216628556,2.96774809486066,-3.67653767256399,0.000697647721405641,0.00442286664306496,-0.706424939517253
KLHDC1,-0.993002163941394,0.237703072273861,-3.67653088473219,0.00069766154047993,0.00442286664306496,-0.706443502856279
RFX5,-0.393570982466813,5.6275647043202,-3.67619293846384,0.000698349885476934,0.00442640369988013,-0.707367696397097
SAMD14,1.26687666313317,1.13687842599852,3.67612094968264,0.000698496600217026,0.00442650702101686,-0.707564561391594
AL121917.1,-0.839447809598996,-1.61015925639429,-3.67514403921478,0.000700490505770254,0.00443831412112264,-0.710235898903205
KRR1,-0.682712066243583,3.03390316216731,-3.67481592943577,0.000701161418512114,0.00444173588412433,-0.71113303067058
ASPH,0.8733338670415,4.20948310828631,3.67474827501871,0.000701299834017759,0.00444178372200611,-0.711318009493487
TPRG1-AS1,0.839605511315938,-1.81426715515053,3.67438877990494,0.000702035774164422,0.00444561534453149,-0.712300903644389
